"","stX","stY","angle","disALL","travelDIS","travelANG","Dur","meanCur","meanCur2","sdCur","sdCur2","S","endX","endY","mark","noperson","noslide"
"1",183,283,14.7745502750466,94.1116358374457,94.7923674337104,64.2699854149697,97,0.776544453035056,0.0395052209901356,0.473363341277579,0.0325583231888058,0.992818708776941,92,307,1,1,1
"2",266,201,13.3245312618908,195.256241897666,199.908486747075,59.6508725979156,128,0.322670222002163,0.0140090345432634,0.692657284938457,0.0366011049545906,0.976728127329106,76,246,1,1,2
"4",211,195,6.25743429814621,114.683259458388,116.54546690775,34.2205374988826,107,0.318015405622294,0.0147322475298961,0.520110661177821,0.023768866606043,0.984021622644181,97,207.5,1,1,4
"5",297,217,10.0079798014413,120.838735511424,121.586973411924,47.103306341552,106,0.785192288760482,0.0824667812805462,1.0412472805523,0.149829026658782,0.993846068542521,178,238,1,1,5
"8",248,210,-0.731395753097544,117.50957407803,117.862868589128,-0.358491929089154,99,0.0172231854406302,0.00124781205745903,0.166114654295536,0.00575180983186488,0.997002495227483,130.5,208.5,1,1,8
"9",232,235,21.0375110254218,97.4987179402888,100.733823143204,111.61564180937,106,1.96936174046165,0.269793989500479,2.93929710066233,0.545072798638681,0.96788461807594,141,270,1,1,9
"10",252,189,26.565051177078,158.760826402485,167.280771421674,130.24578939794,106,1.4736696290534,0.13963545428333,2.16190259685002,0.281119749722866,0.949067995402103,110,260,1,1,10
"13",269,180,-11.7529322506641,76.095334942426,76.4056108988475,-38.8941039254216,97,-0.549821613864197,-0.0427163869720502,0.196924489760536,0.0432273642266276,0.995939094619212,194.5,164.5,1,1,13
"14",292,172,16.9518942454469,97.7471227198018,100.133688834865,104.180075317348,106,1.37566926550496,0.0965838218945196,1.41949845483108,0.123570758617326,0.976166201976246,198.5,200.5,1,1,14
"17",249,190,2.95174751497555,97.0969427754263,97.2001132107032,10.6914362630808,98,0.102911375152289,0.00406999355773773,0.13310569992461,0.0055348454237396,0.998938577005015,152.03188,195,1,1,17
"18",300,197,12.112622925985,111.993303371228,113.218413476785,71.8542163777748,117,0.774155877586107,0.0428331190335697,0.523310376351765,0.0348496187760922,0.989179232706635,190.5,220.5,1,1,18
"21",237,188,9.30477234064332,89.6799866190891,90.1860691610558,47.105834718435,99,0.565605303820482,0.0367825924287009,0.450993583915899,0.0389401616192626,0.994388462135289,148.5,202.5,1,1,21
"22",253,208,-9.18391925084435,169.168554997671,170.612461242385,-63.4452567930763,139,-5.28918654264741,-45.0457270528929,12.9576444666512,119.136947926398,0.991536923890554,86,181,1,2,1
"23",295,149,-3.49705973929825,180.335797888273,181.272745982304,-21.9785676652181,138,-0.108972031077209,-0.00378463643188459,0.24294695874965,0.00934546175504732,0.994831279854268,115,138,1,2,2
"24",314,132,-1.39040126404402,206.060670677352,210.466977430862,-39.7102204145127,137,-3.312482981212,-1.92217726081649,9.24146043416076,5.13432819984708,0.979064141998438,108,127,1,2,3
"27",312,163,-10.876246883131,233.188764737926,233.829982378359,-63.9559233484915,127,-0.28634671163396,-0.0112231753644265,0.304698864913901,0.0182747183088666,0.99725776124212,83,119,1,2,6
"28",316,151,0,212,213.12469518897,-32.4457211784917,127,-1.26346459037186,-0.291522693550052,3.03159298239221,0.710464725915104,0.994722830275616,104,151,1,2,7
"31",300,160,-0.662349447372199,173.011560307397,173.112606945041,-12.8668416202615,116,-0.376726871422521,-0.0726911190130013,0.902224119809452,0.177493700564109,0.999416295326912,127,158,1,2,10
"32",255,132,-4.08561677997488,105.267516357137,105.358141886885,-10.7598270750883,54,-0.092953250204422,-0.00249627532689828,0.0823539247930218,0.00244634992113196,0.999139833636726,150,124.5,1,2,11
"33",295,202,11.0171116187892,115.121674761967,117.34394089947,53.2236545660744,95,1.14972495018011,0.252018924541965,2.15503603405653,0.555539677495072,0.981061943885051,182,224,1,3,1
"34",281,178,4.74905797545947,134.049229255049,134.306619819638,18.2150409244031,76,0.130680914108127,0.00376764708352945,0.122448741495559,0.00362464006203197,0.998083560103483,147.41098,189.09818,1,3,2
"37",323,173,9.97849106070256,191.447561877574,195.813179592098,39.1850023976813,100,0.151781327642774,0.00239751488532238,0.438877831981318,0.0138908145264175,0.977705189591337,134.44849,206.17374,1,3,5
"38",286,193,12.0545777150759,248.990461664699,258.384836300098,40.9469437010523,117,0.0158272550391282,-0.00460915781288119,0.549921074381702,0.020163812411115,0.963641927405955,42.5,245,1,3,6
"39",300,168,32.9845815930444,213.991822273656,219.431756730858,275.362986540683,169,1.52156287461235,0.0749820061297374,0.972226893485016,0.0698621080161401,0.975208991905972,120.5,284.5,1,3,7
"40",268,156,12.3205199497982,239.822991288059,241.509435350707,77.7495308953844,137,0.375941949718779,0.0118084988426941,0.277531501471236,0.00973349148102498,0.993017067593245,33.70032,207.1735,1,4,1
"41",312,151,22.4916062289603,258.904553306639,260.61981194468,89.6411636036452,104,0.372357625766334,0.00665241982165891,0.179590302876765,0.00414437206629955,0.99341854088052,72.78887,250.04344,1,4,2
"42",322,162,18.532627449435,285.719877915539,289.512137981345,66.6753593922887,117,0.216360459952636,0.00291918520190999,0.19566377627783,0.00316235109836698,0.986901205275026,51.096752,252.81453,1,4,3
"47",227,217,10.2919507274774,198.69700551342,200.743367930834,61.1121324231443,99,0.666357003178412,0.0574787102909816,1.02246004917373,0.11618357457281,0.989806077089836,31.5,252.5,1,4,8
"48",315,200,6.29935370613048,154.935470438502,159.604953929164,18.4436030222308,137,0.133778956818006,0.0102730451292424,0.801487958726368,0.0469575002092181,0.970743492756908,161,217,1,4,9
"50",231,207,24.4341020991946,189.46767552254,193.640602054901,79.1566979726969,86,0.476462417155875,0.00917977923189663,0.4274471604286,0.010568564836509,0.978450146879949,58.5015,285.37262,1,4,11
"55",254,241,15.9255840830703,198.623387343988,201.287067152606,97.8125579551904,98,1.02600713488807,0.0768839065476597,1.39699488905202,0.141559339725001,0.986766761291234,63,295.5,1,4,16
"56",318,184,22.4757022593079,244.577697266124,246.106684252608,107.818179844453,105,0.475461968399515,0.0116359900189076,0.254708644674163,0.00933783804455515,0.993787300043772,92,277.5,1,4,17
"57",285,130,9.84582236785257,245.61758894672,246.100660510727,54.6009783991518,128,0.514095293636759,0.159611717697735,0.744294411431958,0.395300927374358,0.99803709765344,43,172,1,5,1
"58",302,160,10.8313056461141,199.555130227213,200.069241541193,47.21194585102,106,0.248712084186065,0.00844312962894157,0.122600202161208,0.00854974326660563,0.997430333068593,106,197.5,1,5,2
"60",292,165,3.31778116833484,207.34753434753,207.525209301591,10.6499207746802,117,-0.181100381230595,-0.0559378265064948,0.66115917252201,0.14274914751446,0.99914383917665,85,177,1,5,4
"61",285,155,4.95782520795078,208.279259649155,209.777269437511,31.4047301512195,127,0.159902596331732,0.00492933705955942,0.199742884663508,0.00570677587895859,0.992859046204705,77.5,173,1,5,5
"63",299,155,8.83537321344949,195.317689931045,195.660029015971,38.9263303007142,127,-0.558718503432715,-0.759121645439605,1.92877619231089,1.87487687077664,0.998250337145263,106,185,1,5,7
"66",267,160,0.609506576675196,188.010637996896,188.243521975361,7.1935091369279,97,0.692681751447825,0.464216424751321,1.52597781360765,1.03754004008908,0.998762857940499,79,162,1,5,10
"67",274,148,5.95428482993958,209.37423820435,211.278494719131,23.988522891698,105,0.115277129452213,0.00344247560523971,0.185588354889113,0.00528524393305832,0.990986983709289,65.75534,169.71942,1,5,11
"68",293,180,1.03138135989443,146.148658075477,146.246910829166,4.0426969742049,98,0.0270184957046062,0.000720091823397944,0.0710328245118647,0.00203459547394577,0.999328172108857,146.87502,182.63068,1,5,12
"69",293,174,11.6893691754392,207.299300529452,207.918312902511,78.0115318321697,127,2.25567648725076,1.97485989149051,5.13799977254371,5.19873795640193,0.997022809754379,90,216,1,5,13
"70",287,152,3.39052082325345,208.834037653683,208.939192530407,16.4929433253334,115,0.0776117928869828,0.00184425561599844,0.0462668144467489,0.00107330773189049,0.99949672019189,78.5315,164.3507,1,5,14
"71",300,161,4.04531645982506,228.799458668315,229.679998641231,13.9935407626275,105,0.0558480588340335,0.000956365509887771,0.0945350942290816,0.00178728991249497,0.996166231373539,71.77058,177.14076,1,5,15
"72",240,142,8.1085382680409,187.878285067753,187.980342678941,30.8029198747092,97,0.175947029853787,0.00475269527922979,0.0545068000361735,0.00337493813851611,0.999457083598568,54,168.5,1,5,16
"73",249,151,-0.215396652607076,133.000939846303,133.372549672711,3.38855105236336,85,0.0623252539319519,0.00328391251537756,0.194180941714335,0.00796887572743728,0.997213745802122,116,150.5,1,5,17
"74",287,173,1.85959933874556,154.081147451594,154.081147451594,1.85959933874556,107,0.0120689608657656,7.83286019437074e-05,0,0,1,133,178,1,5,18
"75",253,171,0,139,139,0,98,0,0,0,0,1,114,171,1,5,19
"76",192,202,-3.301865674435,156.259399717265,156.259399717265,-3.301865674435,128,-0.021130669133565,-0.000135228147374166,0,0,1,36,193,1,5,20
"77",283,239,7.98713127344809,226.699139830746,227.171980057879,43.5663170278917,105,0.276493249913333,0.011498905126332,0.270410604950947,0.0177742729720946,0.99791858033278,58.5,270.5,1,6,1
"78",306,226,15.3115862729947,266.976590734094,270.294556782539,66.8089052473959,105,0.232745609629133,0.00427478077160391,0.254854860845304,0.00608517510991188,0.98772462868679,48.5,296.5,1,6,2
"79",286,207,15.909067102882,214.713789762293,215.898106453256,59.2660994184418,98,0.289062221114063,0.00615191001040146,0.170942571403011,0.00431985278575852,0.994514464668456,79.51019,265.8555,1,6,3
"80",308,249,7.23237870827765,198.579958706814,200.427299802218,57.1408643148642,126,0.769532549194558,0.0678778927230902,1.46799627303912,0.146481453166379,0.990782986662859,111,274,1,6,4
"83",267,222,21.0794607294693,174.836486048556,175.654445179604,59.02439113862,66,0.345695514151131,0.00689242220221237,0.0707415027609732,0.00422411346404149,0.995343362189259,103.86313,284.8821,1,6,7
"84",271,220,18.7859139861636,206.500605325989,207.568620685309,53.5218388676207,66,0.252987365271298,0.00373706098958969,0.067879849277577,0.000906970347902443,0.994854639608851,75.5,286.5,1,6,8
"85",287,219,13.5513871463375,165.017774766888,165.596269098897,52.6267682171802,87,0.3307931319511,0.00892760695537057,0.185098727291948,0.00730804223146242,0.996506598034142,126.576294,257.66653,1,6,9
"86",317,214,14.7016697563079,208.837257212405,209.898240360481,76.7419594726109,105,15.0560172153406,63.5303401475642,32.9527902939609,142.041708794016,0.994945249916083,115,267,1,6,10
"87",330,185,18.7070818091419,249.374314839733,250.900704108727,70.6303977401477,116,0.306332324241907,0.00588263175728286,0.15770803770422,0.00430650949741092,0.993916361158032,93.79997,264.98184,1,6,11
"88",273,268,-0.661584677694151,216.514433699003,218.480680624556,-31.7074955632571,159,-0.354893474743085,-0.0249426850165911,0.514838832257546,0.031545973954856,0.991000362503761,56.5,265.5,1,7,1
"89",273,246,0.26717220251635,194.329092731546,194.432057999428,1.36157089099683,98,0.00706364480430329,0.000181853301565151,0.0489005940470693,0.00118427214196474,0.999470430602131,78.67302,246.90616,1,7,2
"90",303,255,-0.171031669649913,167.500746266994,169.139887621214,-7.22888638237489,137,-0.0889529787417709,-0.0053773454881494,0.459892697129291,0.0219248180235528,0.990308960368411,135.5,254.5,1,7,3
"93",297,224,1.73570458892839,99.0454441153151,99.912746400206,-9.54571529536886,113,-0.821316406621936,-0.242297415580507,2.18028049928441,0.593642323881715,0.99131940301774,198,227,1,7,6
"94",299,221,0,135,135.989262337272,0.203236182640877,108,0.00390469796442274,0.000248197886849348,0.264166545589643,0.00929910301707724,0.992725437874507,164,221,1,7,7
"95",298,242,0.57770917529018,184.258146261698,186.521828197212,-21.6520324086645,170,-0.331629690715293,-0.0274686525226064,0.762518535419451,0.055112774881924,0.987863715698089,113.75122,243.85783,1,7,8
"98",294,212,6.12220154688734,156.106422821204,157.017022700511,29.8876861826699,101,0.135653125314077,0.000809909957012431,0.401547017213451,0.0258046654176162,0.994200629564583,138.7839,228.64865,1,7,11
"99",301,210,4.19418278839086,150.402792527267,150.937731471207,15.5127430413123,110,-0.130165258174659,-0.0777915507218559,0.618523189271414,0.199009196012733,0.99645589648972,151,221,1,7,12
"100",315,190,15.1009151285933,261.881001671887,271.784839504539,81.05053378596,158,0.300026128174525,0.0111339353329609,0.81116327034017,0.039355805516038,0.963560006324465,62.16215,258.22522,1,8,1
"101",300,200,14.7681374776887,237.340472739059,239.000400625347,69.1075849282572,108,0.283597730634742,0.00611015224626079,0.178091311081176,0.00478375824238067,0.993054706678548,70.5,260.5,1,8,2
"104",290,216,10.7842978675626,235.153141590751,236.710382920681,76.0540240662162,127,1.08743268417277,0.275700014312231,2.12209889950643,0.697368128457014,0.993421322247402,59,260,1,8,5
"105",292,227,15.7807533095154,191.206694443474,197.40787950399,520.383949838502,419,28.6073406207554,38.4983967426323,53.0766829216679,94.306459881166,0.96858694254709,108,279,1,8,6
"106",300,210,11.1787009593129,214.061322989465,215.524930823904,71.3171360412703,136,0.378580516992827,0.0129760892727307,0.326874065707559,0.0152103029256351,0.993209101940811,90,251.5,1,8,7
"109",304,208,11.7195566470246,153.184852415765,154.011625781786,49.571242801812,116,0.297632619276861,0.00964580434716342,0.196284523681865,0.00703209638575518,0.994631747039715,154.00851,239.11514,1,8,10
"110",281,138,18.6750479902425,261.591695644691,262.01400914492,117.657661631543,128,0.696520293737745,0.0337564113647607,0.637200446686449,0.0463251416038484,0.998388202594177,33.181156,221.76178,1,8,11
"113",318,176,17.0862267288655,255.266527378738,258.801852144623,127.779654762194,138,0.667343428216085,0.0293424759087911,0.775122464990738,0.0471200350984254,0.986339646580623,74,251,1,8,14
"114",319,197,13.0171121890775,190.905735901256,193.122112031423,103.121532121906,148,0.811712120451368,0.0794249308556277,1.41119692955547,0.19574441344068,0.988523447124445,133,240,1,8,15
"115",308,247,13.3571227142989,225.088871337523,229.885401554249,57.1474228795983,127,3.42123069552594,2.90155202056797,7.39619283722377,6.4855154136356,0.979135124786973,89,299,1,9,1
"116",309,233,9.3276145106676,209.773687577828,216.376024509939,25.4104532322951,106,1.56362576723096,0.703649997386239,3.80513627264913,1.58926479875748,0.969486744443775,102,267,1,9,2
"119",310,230,13.2938608302983,215.268437073343,220.251491846808,36.0019660766969,105,0.096421388299571,0.000471462295107157,0.336831223642883,0.00839965965821803,0.977375613977995,100.5,279.5,1,9,5
"121",297,239,4.00417294070939,100.244700608062,102.535727455355,8.88603643453608,106,0.0764542549981502,0.00547981125651937,0.798859604167003,0.0474670919622529,0.977656306692799,197,246,1,9,7
"122",290,228,8.74616226255521,203.870669788472,206.732392528643,16.5889289457105,76,-0.0282163733332149,-0.00413124241787156,0.326146876010235,0.011955267766154,0.986157356836208,88.5,259,1,9,8
"125",295,241,5.61758059012683,183.883115048663,185.317385869094,10.6610224548835,106,-0.0272905534118159,-0.00359827818712402,0.330148837373112,0.0123634152499994,0.992260462699145,112,259,1,9,11
"126",288,222,15.2686223039185,186.067863963662,187.441887071082,51.8015735879401,96,0.260663147080065,0.00591972430291504,0.184709253428953,0.00574171078104881,0.992669604809845,108.5,271,1,9,12
"127",282,190,0.303149443714127,189.002645484131,190.366721978585,6.76246913220551,149,0.0607603147267518,0.00272331151383132,0.247928197218635,0.00853643954237075,0.992834480311071,93,191,1,10,1
"128",272,187,5.01797963863456,205.78872661057,213.413139368638,14.1766487500659,149,-0.301373265252118,-0.106504806046208,0.98120405618458,0.266461014381948,0.964273929990327,67,205,1,10,2
"131",301,237,2.51687565693952,136.631804496611,137.176441675632,10.4108562348538,126,0.0639908549020777,0.00199501042117291,0.212032982907169,0.00781027855996598,0.996029659521938,164.5,243,1,10,5
"132",298,208,0.325540698659298,176.002840886163,177.129644364594,7.43512703182943,148,0.0744364685097678,0.004113399868494,0.200201898074537,0.00825457502864696,0.99363853813136,122,209,1,10,6
"135",248,178,-0.835539701082015,209.199417939016,210.010751427161,-9.31733277618279,118,-0.0786229829084974,-0.00237118893482776,0.160629712522457,0.00446397193450401,0.996136704989477,38.822826,174.94937,1,10,9
"136",299,148,5.47412820060921,241.099564495666,241.92452166281,23.4902195220477,119,0.0854739958595511,0.00161411310698979,0.107384673084333,0.00233357388702703,0.996590022534822,59,171,1,11,1
"137",280,161,2.0166238746231,142.08800090085,142.28279200198,3.92620975596133,103,-0.0324489297887125,-0.00490254056433744,0.247440275724497,0.0165975522107602,0.998630958119465,138,166,1,11,2
"138",254,150,5.95713111470821,173.436587835439,173.882258061725,22.7007873897311,73,0.180401063728868,0.00456166400742235,0.165149143730739,0.00508672857659114,0.997436942496295,81.5,168,1,11,3
"141",274,119,-6.29200136184207,72.7451977968477,73.0442689295687,-10.5669067022094,65,-0.121529327415876,-0.00279540225694752,0.171868423057612,0.00395329578406355,0.995905618098398,201.693,111.02745,1,11,6
"142",321,151,1.99456930124184,201.121853611188,201.345108780355,4.51412237916658,148,-0.0695163722740538,-0.0103571361642697,0.345434884259909,0.030384451656537,0.998891181561252,120,158,1,11,7
"143",314,149,-9.52384234849923,229.665517655568,231.070469390909,-48.2263032028729,118,-0.228565710738616,-0.00577569531427042,0.188870318835387,0.0057784347606961,0.993919812691583,87.5,111,1,11,8
"144",297,119,-4.30749143917025,169.843182383626,170.577762083325,-15.2013585050186,107,-0.0815656226245028,-0.00182498042639218,0.113204830908927,0.00241748088736429,0.995693578748327,127.63657,106.24323,1,11,9
"147",297,85,-7.92432055216999,137.816000522436,138.889996685962,-37.0035904581619,118,-0.249005339477657,-0.00838714797462647,0.277624525540254,0.00952533126868566,0.992267289299789,160.5,66,1,11,12
"149",258,117,-11.8355670804778,138.954129121808,141.086495403926,-30.9495416738667,92,-0.203887636117218,-0.00435542889147325,0.188465478916338,0.0037982150512194,0.9848861063845,122,88.5,1,11,14
"150",292,129,-6.76617482255306,178.241409330155,179.823541665011,-32.7255012526715,107,-0.190396781514146,-0.00592064503346048,0.250129457161054,0.00844525542313668,0.991201750781869,115,108,1,11,15
"151",286,228,6.07544009618657,203.140960911383,203.63724752459,58.3135112962454,187,0.290788311249358,0.0152950751651481,0.257870730287975,0.0158926397396163,0.997562888817049,84,249.5,1,12,1
"154",295,167,17.4444344805055,283.540561472252,293.900546233515,73.0635682713928,109,0.207798235953065,0.00275021222626785,0.383628853411275,0.00800732812002316,0.964750032301638,24.5,252,1,12,4
"155",303,215,2.737966660467,265.790435493186,268.677172203743,11.871013840479,117,0.0439510864730207,0.000956065531081661,0.247448720210917,0.00610029312473748,0.989255742544557,37.51298,227.69637,1,12,5
"156",277,211,9.42470187232026,250.379711638144,250.379711638144,9.42470187232026,117,0.0376416356207851,0.000150338201823581,0,0,1,30,252,1,12,6
"158",269,195,19.3658175387103,214.114455373756,214.114455373756,19.3658175387103,111,0.0904461004508341,0.000422419403178326,0,0,1,67,266,1,12,8
"162",277,218,7.27244539485329,211.621008830693,212.554063204147,45.1713270932589,99,0.32467256145196,0.0135619062596203,0.418957310305938,0.0224743118276541,0.995610272702443,67.08139,244.78859,1,12,12
"163",297,198,17.7930061669175,225.800797164226,226.103410446278,126.611415292908,120,1.41222357693394,0.338752215715981,2.32895392074874,0.849675191132324,0.99866161557911,82,267,1,12,13
"164",277,197,15.3408907640049,234.350165350912,234.765322073561,73.6884548080068,109,0.504416946544366,0.0572884588257047,0.369772456079126,0.108188395974997,0.998231609681609,51,259,1,12,14
"165",253,232,17.7993640287517,199.551998236049,206.869768585487,122.538311395725,76,2.67379905319271,0.330801860995677,4.87807842755905,0.654377256899768,0.964626197440665,63,293,1,12,15
"166",313,165,14.9456239171256,259.788375413528,266.622542215787,91.9622769349834,107,2.27239651921687,0.658563865781186,4.57527498420501,1.464328616961,0.974367633188614,62,232,1,12,16
"167",275,176,20.1517470342119,232.215417231501,246.576213817492,128.672132164083,108,1.09333091868563,0.124765223519998,1.43959437197596,0.270148816336536,0.941759197435725,57,256,1,12,17
"168",258,207,20.2853334342327,210.559374049222,213.24381876626,134.57160471088,87,1.43825954220824,0.0996064511322114,1.6696331623351,0.138097253597775,0.987411383211154,60.5,280,1,12,18
"169",294,194,17.1027289690524,231.224998648503,231.810489414859,148.742469140518,142,1.24123478191013,0.179848255669614,1.78344407281987,0.442340358068517,0.997474269745798,73,262,1,12,19
"170",279,204,25.1874622772282,223.224102641269,228.35405153315,141.672700168352,98,0.737358348270683,0.0286287428092444,0.770762325857638,0.0440535535674049,0.977535108935274,77,299,1,12,20
"173",306,199,18.7257878452726,249.19069003476,267.965883653608,176.946538000399,128,1.49988776259144,0.108492795388682,2.2134721557669,0.222576621652817,0.929934388053975,70,279,1,12,23
"174",301,183,23.0851336728083,265.239514401606,273.47190608647,174.260753481825,126,1.49731924354119,0.12536532809186,2.21335560380522,0.258961016113728,0.969896755382762,57,287,1,12,24
"175",295,163,27.7136848329435,267.711131632586,269.423154722578,158.052546074218,108,0.629958543491587,0.0167468001331246,0.252934198089191,0.00953170802070712,0.993645597789267,58,287.5,1,12,25
"176",284,181,21.0779109803631,217.502641569893,217.62452125357,107.06855145505,98,0.530669717993894,0.0139663385898385,0.199834230799108,0.00928356237483201,0.999439954270891,81.04997,259.22202,1,12,26
"177",243,195,18.7307935922031,183.730781307869,199.369022028118,104.999227144571,161,12.3257466507894,26.8399767406431,31.9049224928513,70.9893576515228,0.921561331037458,69,254,1,13,1
"178",277,185,26.4785017270277,148.027868997699,148.3926789067,73.3557049396679,55,0.576214412852937,0.0162934803428716,0.199525768506124,0.0118006304359698,0.997541590921541,144.5,251,1,13,2
"179",286,198,28.4184432499936,214.327436414473,215.717777904675,110.765167636569,77,0.544228706085903,0.0114332588017016,0.221171930059841,0.00680483331801776,0.993554812664459,97.5,300,1,13,3
"180",304,227,17.9857395135693,221.840595924191,223.326377331225,92.3428072512388,105,0.494002814550651,0.0150801684438951,0.396599354573013,0.0177634661588416,0.993347040216254,93,295.5,1,13,4
"181",266,209,17.663335144186,187.856328080797,189.880454608,80.6531627318676,77,0.964001233116052,0.105872680562941,1.63511531675783,0.225892555284225,0.989339995359806,87,266,1,13,5
"182",308,226,16.1301706847481,255.560658161619,260.189607728482,109.743658335116,128,0.992103713621551,0.0885721533480551,1.88258791352604,0.206802837402321,0.98220932185849,62.5,297,1,13,6
"183",268,221,18.6501605038616,151.063705097614,151.115129740366,55.0050461663727,67,0.374758809013692,0.00797492132361786,0.0594497702070842,0.00294057149618822,0.999659698914063,124.86883,269.3085,1,13,7
"189",317,220,8.46559755398162,217.36835096214,218.33632276395,39.9854684981701,99,0.50973636338429,0.0413261868038334,0.830964875836288,0.0798635220238018,0.995566602068055,102,252,1,13,13
"190",288,222,19.4490995272653,154.143338561722,154.316274689435,56.0803509237018,67,0.385434230794122,0.00881302026018741,0.097959832231936,0.00571333664624501,0.998879339667439,142.65244,273.325,1,13,14
"191",268,212,29.4758890032457,184.937827390721,192.284110088956,93.3307116648703,76,0.523068706797199,0.00898658761836413,0.424284420870632,0.00868980607415118,0.961794644940566,107,303,1,13,15
"195",275,231,8.28389846610087,183.913151399043,185.583769770288,28.1973892988181,99,0.129675014887055,0.00239621226842477,0.160870933785954,0.00296420209253901,0.990998036232839,93.00574,257.49786,1,13,19
"196",278,205,21.8643027426642,169.168554997671,169.790489474834,80.871680644634,66,0.811503765161233,0.051403135599111,0.827024736456222,0.0815480006300193,0.996337047622121,121,268,1,13,20
"197",266,257,20.7255588655605,158.24032355882,160.531698932167,130.387047942764,126,127.125641167708,3776.83424519695,334.880866205052,9992.51253247885,0.985726336987718,118,313,1,14,1
"198",239,193,21.3942933192309,196.006377447266,198.592519785881,95.0343847734591,115,0.513111475822976,0.0155491332851092,0.404545245886383,0.015518160949596,0.986977644770287,56.5,264.5,1,14,2
"199",287,217,13.3564309200955,183.9762212896,186.211530479417,44.7867023316251,105,0.256840813717135,0.00705242461302284,0.246035729789122,0.00786865634670612,0.987995860492302,108,259.5,1,14,3
"203",305,187,15.9777298588409,243.402958075698,247.160707718861,85.7485542996409,139,0.339649348645715,0.0086222824152221,0.346517865871628,0.0107139759976725,0.984796330784756,71,254,1,14,7
"204",291,219,10.7537696532017,125.162152241444,125.649464378331,42.6994851722323,105,0.34237865353827,0.0111397934840716,0.174226842144476,0.00589478190906137,0.996121653687123,168.03593,242.35384,1,14,8
"205",293,209,16.5781598701516,205.400719495243,207.529836748843,66.3212235199937,115,0.313451406103874,0.00852284912910278,0.203728461143392,0.00659207187443255,0.989740669163748,96.1375,267.60556,1,14,9
"209",298,199,16.260204708312,175,176.434182733334,68.9444020319001,98,0.56344780095907,0.0342507907650734,0.714100199931003,0.0625459757856058,0.991871287575255,130,248,1,14,13
"210",311,171,3.6619355755198,125.2557383915,125.959766497569,9.49068676221797,128,0.0260985256622941,-3.43271958519495e-05,0.219529236661045,0.00938143377592835,0.99441069060665,186,179,1,14,14
"211",306,130,10.6492196592449,119.050409491106,121.272078865875,56.0704812279794,170,-0.0360639109775926,-0.28737229988947,1.42566339546349,0.818707873646594,0.981680289514738,189,152,1,14,15
"212",288,170,-1.39152665254782,123.536431873355,123.804105897398,-9.35666373581251,137,-0.0944041799771059,-0.00462717398719073,0.198260692583493,0.00930555543998399,0.997837922885488,164.5,167,1,14,16
"213",254,133,-6.38711702576451,67.4184692795676,70.6046863561493,-51.3401917459099,117,-1.06906545080548,-0.11130664877162,2.39050302039751,0.248889233001037,0.954872442028713,187,125.5,1,14,17
